GEOID,NAME,NAME_clean,median_age_2024,median_household_income_final_2024_dollars,income_source,median_household_income_2024,median_household_income_2019_in_2024_dollars,B14007_017E_2024,B14007_018E_2024,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOIDFQ,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area,NAME_from_shape,NAME_clean_shape
484530364001,Block Group 1; Census Tract 364; Travis County; Texas,"Block Group 1, Census Tract 364, Travis County, Texas",52.1,120721.0,ACS 2024,120721.0,,0.0,24.0,G48045300364001,48,453,036400,1,1500000US484530364001,Block Group 1,G5030,S,17784382.0,19372.0,+30.4902724,-097.9575857,21603.145122,17803749.6972,"Block Group 1, Census Tract 364, Travis County, Texas","Block Group 1, Census Tract 364, Travis County, Texas"
484530365001,Block Group 1; Census Tract 365; Travis County; Texas,"Block Group 1, Census Tract 365, Travis County, Texas",39.1,250001.0,ACS 2024,250001.0,,79.0,383.0,G48045300365001,48,453,036500,1,1500000US484530365001,Block Group 1,G5030,S,45120131.0,0.0,+30.3147491,-098.0442382,32146.6364805,45120137.4452,"Block Group 1, Census Tract 365, Travis County, Texas","Block Group 1, Census Tract 365, Travis County, Texas"
484530366001,Block Group 1; Census Tract 366; Travis County; Texas,"Block Group 1, Census Tract 366, Travis County, Texas",51.3,123427.0,ACS 2024,123427.0,,164.0,22.0,G48045300366001,48,453,036600,1,1500000US484530366001,Block Group 1,G5030,S,41475109.0,0.0,+30.2511800,-097.9522952,40821.6767589,41475101.6655,"Block Group 1, Census Tract 366, Travis County, Texas","Block Group 1, Census Tract 366, Travis County, Texas"
484530367001,Block Group 1; Census Tract 367; Travis County; Texas,"Block Group 1, Census Tract 367, Travis County, Texas",39.7,225114.0,ACS 2024,225114.0,,59.0,60.0,G48045300367001,48,453,036700,1,1500000US484530367001,Block Group 1,G5030,S,1001716.0,0.0,+30.1884811,-097.8958799,5802.70129552,1001716.158,"Block Group 1, Census Tract 367, Travis County, Texas","Block Group 1, Census Tract 367, Travis County, Texas"
484530368001,Block Group 1; Census Tract 368; Travis County; Texas,"Block Group 1, Census Tract 368, Travis County, Texas",41.3,237700.0,ACS 2024,237700.0,,77.0,10.0,G48045300368001,48,453,036800,1,1500000US484530368001,Block Group 1,G5030,S,1091735.0,0.0,+30.1876407,-097.8877829,4677.4743751,1091735.55871,"Block Group 1, Census Tract 368, Travis County, Texas","Block Group 1, Census Tract 368, Travis County, Texas"
484530369001,Block Group 1; Census Tract 369; Travis County; Texas,"Block Group 1, Census Tract 369, Travis County, Texas",62.2,218571.0,ACS 2024,218571.0,,38.0,16.0,G48045300369001,48,453,036900,1,1500000US484530369001,Block Group 1,G5030,S,2014688.0,0.0,+30.3397003,-097.9853510,8307.33037341,2014686.56899,"Block Group 1, Census Tract 369, Travis County, Texas","Block Group 1, Census Tract 369, Travis County, Texas"
484530370001,Block Group 1; Census Tract 370; Travis County; Texas,"Block Group 1, Census Tract 370, Travis County, Texas",44.8,70854.0,ACS 2024,70854.0,,75.0,14.0,G48045300370001,48,453,037000,1,1500000US484530370001,Block Group 1,G5030,S,5544746.0,8.0,+30.3256499,-097.9849893,12584.6356137,5544757.81884,"Block Group 1, Census Tract 370, Travis County, Texas","Block Group 1, Census Tract 370, Travis County, Texas"
484530371001,Block Group 1; Census Tract 371; Travis County; Texas,"Block Group 1, Census Tract 371, Travis County, Texas",58.6,139091.0,ACS 2024,139091.0,,9.0,0.0,G48045300371001,48,453,037100,1,1500000US484530371001,Block Group 1,G5030,S,480540.0,0.0,+30.1660102,-097.8552489,3884.66813444,480540.245491,"Block Group 1, Census Tract 371, Travis County, Texas","Block Group 1, Census Tract 371, Travis County, Texas"
484530372001,Block Group 1; Census Tract 372; Travis County; Texas,"Block Group 1, Census Tract 372, Travis County, Texas",35.8,158157.0,ACS 2024,158157.0,,85.0,10.0,G48045300372001,48,453,037200,1,1500000US484530372001,Block Group 1,G5030,S,1145137.0,0.0,+30.1519006,-097.8451130,6270.03423752,1145137.71978,"Block Group 1, Census Tract 372, Travis County, Texas","Block Group 1, Census Tract 372, Travis County, Texas"
484530373001,Block Group 1; Census Tract 373; Travis County; Texas,"Block Group 1, Census Tract 373, Travis County, Texas",57.8,99018.0,ACS 2024,99018.0,,0.0,19.0,G48045300373001,48,453,037300,1,1500000US484530373001,Block Group 1,G5030,S,5452624.0,820313.0,+30.4654687,-097.9901454,13859.9158972,6272928.99559,"Block Group 1, Census Tract 373, Travis County, Texas","Block Group 1, Census Tract 373, Travis County, Texas"
484530374001,Block Group 1; Census Tract 374; Travis County; Texas,"Block Group 1, Census Tract 374, Travis County, Texas",51.8,183050.0,ACS 2024,183050.0,,0.0,0.0,G48045300374001,48,453,037400,1,1500000US484530374001,Block Group 1,G5030,S,1597209.0,0.0,+30.4371716,-098.0049554,6647.91071008,1597210.45085,"Block Group 1, Census Tract 374, Travis County, Texas","Block Group 1, Census Tract 374, Travis County, Texas"
484530375001,Block Group 1; Census Tract 375; Travis County; Texas,"Block Group 1, Census Tract 375, Travis County, Texas",47.8,112159.0,ACS 2024,112159.0,,27.0,5.0,G48045300375001,48,453,037500,1,1500000US484530375001,Block Group 1,G5030,S,9990006.0,680206.0,+30.4976157,-097.9023185,15689.9639011,10670210.6618,"Block Group 1, Census Tract 375, Travis County, Texas","Block Group 1, Census Tract 375, Travis County, Texas"
484530376001,Block Group 1; Census Tract 376; Travis County; Texas,"Block Group 1, Census Tract 376, Travis County, Texas",56.4,112250.0,ACS 2024,112250.0,,19.0,26.0,G48045300376001,48,453,037600,1,1500000US484530376001,Block Group 1,G5030,S,3375648.0,2814791.0,+30.3840990,-097.9981721,11883.8396031,6190438.83932,"Block Group 1, Census Tract 376, Travis County, Texas","Block Group 1, Census Tract 376, Travis County, Texas"
484530004011,Block Group 1; Census Tract 4.01; Travis County; Texas,"Block Group 1, Census Tract 4.01, Travis County, Texas",39.4,125774.0,ACS 2024,125774.0,120705.30192797381,12.0,69.0,G48045300004011,48,453,000401,1,1500000US484530004011,Block Group 1,G5030,S,839805.0,0.0,+30.2885489,-097.7200794,4019.75893953,839805.002403,"Block Group 1, Census Tract 4.01, Travis County, Texas","Block Group 1, Census Tract 4.01, Travis County, Texas"
484530004021,Block Group 1; Census Tract 4.02; Travis County; Texas,"Block Group 1, Census Tract 4.02, Travis County, Texas",31.6,105062.0,ACS 2024,105062.0,77161.82284467078,61.0,43.0,G48045300004021,48,453,000402,1,1500000US484530004021,Block Group 1,G5030,S,495745.0,0.0,+30.2876972,-097.7122116,3147.34933588,495745.217178,"Block Group 1, Census Tract 4.02, Travis County, Texas","Block Group 1, Census Tract 4.02, Travis County, Texas"
484530400001,Block Group 1; Census Tract 400; Travis County; Texas,"Block Group 1, Census Tract 400, Travis County, Texas",27.4,76961.0,ACS 2024,76961.0,,110.0,28.0,G48045300400001,48,453,040000,1,1500000US484530400001,Block Group 1,G5030,S,734677.0,0.0,+30.3381903,-097.7057278,3442.12194941,734679.776941,"Block Group 1, Census Tract 400, Travis County, Texas","Block Group 1, Census Tract 400, Travis County, Texas"
484530401001,Block Group 1; Census Tract 401; Travis County; Texas,"Block Group 1, Census Tract 401, Travis County, Texas",28.0,,,,,151.0,0.0,G48045300401001,48,453,040100,1,1500000US484530401001,Block Group 1,G5030,S,771315.0,0.0,+30.3559507,-097.7126267,5531.95888051,771316.237599,"Block Group 1, Census Tract 401, Travis County, Texas","Block Group 1, Census Tract 401, Travis County, Texas"
484530402001,Block Group 1; Census Tract 402; Travis County; Texas,"Block Group 1, Census Tract 402, Travis County, Texas",28.4,25788.0,ACS 2024,25788.0,,3.0,0.0,G48045300402001,48,453,040200,1,1500000US484530402001,Block Group 1,G5030,S,791855.0,0.0,+30.3257814,-097.6885730,4005.13680679,791853.365161,"Block Group 1, Census Tract 402, Travis County, Texas","Block Group 1, Census Tract 402, Travis County, Texas"
484530403001,Block Group 1; Census Tract 403; Travis County; Texas,"Block Group 1, Census Tract 403, Travis County, Texas",23.9,30574.0,ACS 2024,30574.0,,67.0,0.0,G48045300403001,48,453,040300,1,1500000US484530403001,Block Group 1,G5030,S,654282.0,0.0,+30.3463938,-097.6855200,5021.79580755,654282.211565,"Block Group 1, Census Tract 403, Travis County, Texas","Block Group 1, Census Tract 403, Travis County, Texas"
484530404001,Block Group 1; Census Tract 404; Travis County; Texas,"Block Group 1, Census Tract 404, Travis County, Texas",35.9,65603.0,ACS 2024,65603.0,,65.0,30.0,G48045300404001,48,453,040400,1,1500000US484530404001,Block Group 1,G5030,S,393758.0,0.0,+30.3677025,-097.7294557,3396.563448,393757.254871,"Block Group 1, Census Tract 404, Travis County, Texas","Block Group 1, Census Tract 404, Travis County, Texas"
484530405001,Block Group 1; Census Tract 405; Travis County; Texas,"Block Group 1, Census Tract 405, Travis County, Texas",37.0,70266.0,ACS 2024,70266.0,,0.0,29.0,G48045300405001,48,453,040500,1,1500000US484530405001,Block Group 1,G5030,S,980510.0,0.0,+30.3664207,-097.7234381,3920.82813844,980507.940222,"Block Group 1, Census Tract 405, Travis County, Texas","Block Group 1, Census Tract 405, Travis County, Texas"
484530406001,Block Group 1; Census Tract 406; Travis County; Texas,"Block Group 1, Census Tract 406, Travis County, Texas",23.8,,,,,0.0,0.0,G48045300406001,48,453,040600,1,1500000US484530406001,Block Group 1,G5030,S,208479.0,0.0,+30.3661798,-097.7011105,2470.75537539,208478.555677,"Block Group 1, Census Tract 406, Travis County, Texas","Block Group 1, Census Tract 406, Travis County, Texas"
484530407001,Block Group 1; Census Tract 407; Travis County; Texas,"Block Group 1, Census Tract 407, Travis County, Texas",58.1,118056.0,ACS 2024,118056.0,,3.0,0.0,G48045300407001,48,453,040700,1,1500000US484530407001,Block Group 1,G5030,S,261971.0,0.0,+30.3654608,-097.7096301,2117.68472226,261970.068242,"Block Group 1, Census Tract 407, Travis County, Texas","Block Group 1, Census Tract 407, Travis County, Texas"
484530408001,Block Group 1; Census Tract 408; Travis County; Texas,"Block Group 1, Census Tract 408, Travis County, Texas",33.0,64716.0,ACS 2024,64716.0,,21.0,55.0,G48045300408001,48,453,040800,1,1500000US484530408001,Block Group 1,G5030,S,539518.0,0.0,+30.3738630,-097.7077147,2897.74033898,539516.14782,"Block Group 1, Census Tract 408, Travis County, Texas","Block Group 1, Census Tract 408, Travis County, Texas"
484530409001,Block Group 1; Census Tract 409; Travis County; Texas,"Block Group 1, Census Tract 409, Travis County, Texas",41.7,88750.0,ACS 2024,88750.0,,97.0,0.0,G48045300409001,48,453,040900,1,1500000US484530409001,Block Group 1,G5030,S,448983.0,0.0,+30.3695822,-097.6977911,4549.64562165,448983.621061,"Block Group 1, Census Tract 409, Travis County, Texas","Block Group 1, Census Tract 409, Travis County, Texas"
484530410001,Block Group 1; Census Tract 410; Travis County; Texas,"Block Group 1, Census Tract 410, Travis County, Texas",34.7,,,,,0.0,0.0,G48045300410001,48,453,041000,1,1500000US484530410001,Block Group 1,G5030,S,1043752.0,0.0,+30.3755002,-097.6839264,4582.69099561,1043752.70642,"Block Group 1, Census Tract 410, Travis County, Texas","Block Group 1, Census Tract 410, Travis County, Texas"
484530411001,Block Group 1; Census Tract 411; Travis County; Texas,"Block Group 1, Census Tract 411, Travis County, Texas",40.7,146667.0,ACS 2024,146667.0,,0.0,0.0,G48045300411001,48,453,041100,1,1500000US484530411001,Block Group 1,G5030,S,558379.0,0.0,+30.3812655,-097.6802163,3449.28430817,558377.7621,"Block Group 1, Census Tract 411, Travis County, Texas","Block Group 1, Census Tract 411, Travis County, Texas"
484530412001,Block Group 1; Census Tract 412; Travis County; Texas,"Block Group 1, Census Tract 412, Travis County, Texas",30.0,69545.0,ACS 2024,69545.0,,75.0,79.0,G48045300412001,48,453,041200,1,1500000US484530412001,Block Group 1,G5030,S,2387388.0,0.0,+30.4000489,-097.6816424,9532.0634069,2387390.74813,"Block Group 1, Census Tract 412, Travis County, Texas","Block Group 1, Census Tract 412, Travis County, Texas"
484530413001,Block Group 1; Census Tract 413; Travis County; Texas,"Block Group 1, Census Tract 413, Travis County, Texas",36.5,138607.0,ACS 2024,138607.0,,9.0,25.0,G48045300413001,48,453,041300,1,1500000US484530413001,Block Group 1,G5030,S,1082404.0,0.0,+30.4220465,-097.7203403,4808.30573152,1082404.23887,"Block Group 1, Census Tract 413, Travis County, Texas","Block Group 1, Census Tract 413, Travis County, Texas"
484530414001,Block Group 1; Census Tract 414; Travis County; Texas,"Block Group 1, Census Tract 414, Travis County, Texas",33.5,59745.0,ACS 2024,59745.0,,123.0,49.0,G48045300414001,48,453,041400,1,1500000US484530414001,Block Group 1,G5030,S,991311.0,0.0,+30.4140479,-097.7128669,5212.95920413,991311.781304,"Block Group 1, Census Tract 414, Travis County, Texas","Block Group 1, Census Tract 414, Travis County, Texas"
484530415001,Block Group 1; Census Tract 415; Travis County; Texas,"Block Group 1, Census Tract 415, Travis County, Texas",33.5,52197.0,ACS 2024,52197.0,,0.0,39.0,G48045300415001,48,453,041500,1,1500000US484530415001,Block Group 1,G5030,S,699080.0,0.0,+30.3765768,-097.6682203,3959.66991265,699080.245976,"Block Group 1, Census Tract 415, Travis County, Texas","Block Group 1, Census Tract 415, Travis County, Texas"
484530416001,Block Group 1; Census Tract 416; Travis County; Texas,"Block Group 1, Census Tract 416, Travis County, Texas",39.7,250001.0,ACS 2024,250001.0,,0.0,26.0,G48045300416001,48,453,041600,1,1500000US484530416001,Block Group 1,G5030,S,499781.0,0.0,+30.3570029,-097.6805600,3255.18442998,499781.181581,"Block Group 1, Census Tract 416, Travis County, Texas","Block Group 1, Census Tract 416, Travis County, Texas"
484530417001,Block Group 1; Census Tract 417; Travis County; Texas,"Block Group 1, Census Tract 417, Travis County, Texas",37.3,113808.0,ACS 2024,113808.0,,35.0,15.0,G48045300417001,48,453,041700,1,1500000US484530417001,Block Group 1,G5030,S,647434.0,0.0,+30.3876304,-097.7031289,3669.88419187,647436.410827,"Block Group 1, Census Tract 417, Travis County, Texas","Block Group 1, Census Tract 417, Travis County, Texas"
484530418001,Block Group 1; Census Tract 418; Travis County; Texas,"Block Group 1, Census Tract 418, Travis County, Texas",43.4,93463.0,ACS 2024,93463.0,,11.0,0.0,G48045300418001,48,453,041800,1,1500000US484530418001,Block Group 1,G5030,S,348414.0,0.0,+30.3993989,-097.6998420,2536.65773332,348413.314877,"Block Group 1, Census Tract 418, Travis County, Texas","Block Group 1, Census Tract 418, Travis County, Texas"
484530419001,Block Group 1; Census Tract 419; Travis County; Texas,"Block Group 1, Census Tract 419, Travis County, Texas",36.5,63369.0,ACS 2024,63369.0,,114.0,126.0,G48045300419001,48,453,041900,1,1500000US484530419001,Block Group 1,G5030,S,1823679.0,0.0,+30.3957942,-097.6903757,8605.64214077,1823679.22277,"Block Group 1, Census Tract 419, Travis County, Texas","Block Group 1, Census Tract 419, Travis County, Texas"
484530420001,Block Group 1; Census Tract 420; Travis County; Texas,"Block Group 1, Census Tract 420, Travis County, Texas",45.4,135648.0,ACS 2024,135648.0,,14.0,3.0,G48045300420001,48,453,042000,1,1500000US484530420001,Block Group 1,G5030,S,4268355.0,0.0,+30.4376085,-097.7119030,10401.8828977,4268358.04063,"Block Group 1, Census Tract 420, Travis County, Texas","Block Group 1, Census Tract 420, Travis County, Texas"
484530421001,Block Group 1; Census Tract 421; Travis County; Texas,"Block Group 1, Census Tract 421, Travis County, Texas",43.1,67277.0,ACS 2024,67277.0,,0.0,0.0,G48045300421001,48,453,042100,1,1500000US484530421001,Block Group 1,G5030,S,880676.0,0.0,+30.4219858,-097.6985626,3874.50274332,880675.972551,"Block Group 1, Census Tract 421, Travis County, Texas","Block Group 1, Census Tract 421, Travis County, Texas"
484530422001,Block Group 1; Census Tract 422; Travis County; Texas,"Block Group 1, Census Tract 422, Travis County, Texas",29.9,54125.0,ACS 2024,54125.0,,0.0,0.0,G48045300422001,48,453,042200,1,1500000US484530422001,Block Group 1,G5030,S,1025326.0,0.0,+30.4108566,-097.7044132,5866.23277901,1025327.14342,"Block Group 1, Census Tract 422, Travis County, Texas","Block Group 1, Census Tract 422, Travis County, Texas"
484530423001,Block Group 1; Census Tract 423; Travis County; Texas,"Block Group 1, Census Tract 423, Travis County, Texas",33.2,151607.0,ACS 2024,151607.0,,52.0,34.0,G48045300423001,48,453,042300,1,1500000US484530423001,Block Group 1,G5030,S,988473.0,5957.0,+30.4467166,-097.6789744,4696.7901529,994428.078145,"Block Group 1, Census Tract 423, Travis County, Texas","Block Group 1, Census Tract 423, Travis County, Texas"
484530424001,Block Group 1; Census Tract 424; Travis County; Texas,"Block Group 1, Census Tract 424, Travis County, Texas",35.2,114246.0,ACS 2024,114246.0,,146.0,71.0,G48045300424001,48,453,042400,1,1500000US484530424001,Block Group 1,G5030,S,15203206.0,9242.0,+30.3712927,-097.6023406,18728.3278562,15212444.7604,"Block Group 1, Census Tract 424, Travis County, Texas","Block Group 1, Census Tract 424, Travis County, Texas"
484530425001,Block Group 1; Census Tract 425; Travis County; Texas,"Block Group 1, Census Tract 425, Travis County, Texas",33.9,163750.0,ACS 2024,163750.0,,137.0,62.0,G48045300425001,48,453,042500,1,1500000US484530425001,Block Group 1,G5030,S,40042187.0,17328.0,+30.4519226,-097.5098128,31525.3843048,40059523.4065,"Block Group 1, Census Tract 425, Travis County, Texas","Block Group 1, Census Tract 425, Travis County, Texas"
484530426001,Block Group 1; Census Tract 426; Travis County; Texas,"Block Group 1, Census Tract 426, Travis County, Texas",54.1,39522.0,ACS 2024,39522.0,,35.0,0.0,G48045300426001,48,453,042600,1,1500000US484530426001,Block Group 1,G5030,S,1114248.0,11348.0,+30.4542903,-097.6390735,5790.94355855,1125595.24097,"Block Group 1, Census Tract 426, Travis County, Texas","Block Group 1, Census Tract 426, Travis County, Texas"
484530427001,Block Group 1; Census Tract 427; Travis County; Texas,"Block Group 1, Census Tract 427, Travis County, Texas",37.2,98750.0,ACS 2024,98750.0,,91.0,48.0,G48045300427001,48,453,042700,1,1500000US484530427001,Block Group 1,G5030,S,799108.0,0.0,+30.4603664,-097.6413400,5533.2971376,799109.801027,"Block Group 1, Census Tract 427, Travis County, Texas","Block Group 1, Census Tract 427, Travis County, Texas"
484530428001,Block Group 1; Census Tract 428; Travis County; Texas,"Block Group 1, Census Tract 428, Travis County, Texas",36.6,93329.0,ACS 2024,93329.0,,59.0,98.0,G48045300428001,48,453,042800,1,1500000US484530428001,Block Group 1,G5030,S,1717721.0,0.0,+30.4479395,-097.6237580,5662.60556676,1717719.80467,"Block Group 1, Census Tract 428, Travis County, Texas","Block Group 1, Census Tract 428, Travis County, Texas"
484530429001,Block Group 1; Census Tract 429; Travis County; Texas,"Block Group 1, Census Tract 429, Travis County, Texas",26.2,46007.0,ACS 2024,46007.0,,43.0,6.0,G48045300429001,48,453,042900,1,1500000US484530429001,Block Group 1,G5030,S,593509.0,0.0,+30.4320193,-097.6809860,3696.16121734,593510.285507,"Block Group 1, Census Tract 429, Travis County, Texas","Block Group 1, Census Tract 429, Travis County, Texas"
484530430001,Block Group 1; Census Tract 430; Travis County; Texas,"Block Group 1, Census Tract 430, Travis County, Texas",36.0,63156.0,ACS 2024,63156.0,,34.0,46.0,G48045300430001,48,453,043000,1,1500000US484530430001,Block Group 1,G5030,S,4739968.0,0.0,+30.4500660,-097.7030334,10425.5778495,4739966.44757,"Block Group 1, Census Tract 430, Travis County, Texas","Block Group 1, Census Tract 430, Travis County, Texas"
484530431001,Block Group 1; Census Tract 431; Travis County; Texas,"Block Group 1, Census Tract 431, Travis County, Texas",34.3,54107.0,ACS 2024,54107.0,,22.0,0.0,G48045300431001,48,453,043100,1,1500000US484530431001,Block Group 1,G5030,S,604562.0,0.0,+30.3581886,-097.6940450,3336.44393006,604562.330904,"Block Group 1, Census Tract 431, Travis County, Texas","Block Group 1, Census Tract 431, Travis County, Texas"
484530432001,Block Group 1; Census Tract 432; Travis County; Texas,"Block Group 1, Census Tract 432, Travis County, Texas",31.7,35098.0,ACS 2024,35098.0,,0.0,35.0,G48045300432001,48,453,043200,1,1500000US484530432001,Block Group 1,G5030,S,133148.0,0.0,+30.3498910,-097.6957848,1649.27487539,133148.520134,"Block Group 1, Census Tract 432, Travis County, Texas","Block Group 1, Census Tract 432, Travis County, Texas"
484530433001,Block Group 1; Census Tract 433; Travis County; Texas,"Block Group 1, Census Tract 433, Travis County, Texas",27.7,62278.0,ACS 2024,62278.0,,14.0,0.0,G48045300433001,48,453,043300,1,1500000US484530433001,Block Group 1,G5030,S,787146.0,0.0,+30.3339028,-097.6977217,3605.43320872,787146.020039,"Block Group 1, Census Tract 433, Travis County, Texas","Block Group 1, Census Tract 433, Travis County, Texas"
484530434001,Block Group 1; Census Tract 434; Travis County; Texas,"Block Group 1, Census Tract 434, Travis County, Texas",35.3,63426.0,ACS 2024,63426.0,,20.0,0.0,G48045300434001,48,453,043400,1,1500000US484530434001,Block Group 1,G5030,S,495340.0,0.0,+30.3284539,-097.6990330,3359.05028711,495340.681413,"Block Group 1, Census Tract 434, Travis County, Texas","Block Group 1, Census Tract 434, Travis County, Texas"
484530435001,Block Group 1; Census Tract 435; Travis County; Texas,"Block Group 1, Census Tract 435, Travis County, Texas",32.4,80155.0,ACS 2024,80155.0,,159.0,26.0,G48045300435001,48,453,043500,1,1500000US484530435001,Block Group 1,G5030,S,726365.0,0.0,+30.3806358,-097.6485117,3702.85755348,726363.000888,"Block Group 1, Census Tract 435, Travis County, Texas","Block Group 1, Census Tract 435, Travis County, Texas"
484530436001,Block Group 1; Census Tract 436; Travis County; Texas,"Block Group 1, Census Tract 436, Travis County, Texas",32.9,114359.0,ACS 2024,114359.0,,57.0,41.0,G48045300436001,48,453,043600,1,1500000US484530436001,Block Group 1,G5030,S,3055517.0,0.0,+30.3417916,-097.6513923,8232.06269161,3055524.48588,"Block Group 1, Census Tract 436, Travis County, Texas","Block Group 1, Census Tract 436, Travis County, Texas"
484530437001,Block Group 1; Census Tract 437; Travis County; Texas,"Block Group 1, Census Tract 437, Travis County, Texas",27.4,106270.0,ACS 2024,106270.0,,126.0,15.0,G48045300437001,48,453,043700,1,1500000US484530437001,Block Group 1,G5030,S,910764.0,0.0,+30.3923120,-097.6673246,4592.15074751,910765.280247,"Block Group 1, Census Tract 437, Travis County, Texas","Block Group 1, Census Tract 437, Travis County, Texas"
484530438001,Block Group 1; Census Tract 438; Travis County; Texas,"Block Group 1, Census Tract 438, Travis County, Texas",32.2,110167.0,ACS 2024,110167.0,,258.0,6.0,G48045300438001,48,453,043800,1,1500000US484530438001,Block Group 1,G5030,S,918847.0,0.0,+30.3835303,-097.6554838,3921.456466,918846.288691,"Block Group 1, Census Tract 438, Travis County, Texas","Block Group 1, Census Tract 438, Travis County, Texas"
484530439001,Block Group 1; Census Tract 439; Travis County; Texas,"Block Group 1, Census Tract 439, Travis County, Texas",34.0,107132.0,ACS 2024,107132.0,,111.0,46.0,G48045300439001,48,453,043900,1,1500000US484530439001,Block Group 1,G5030,S,710767.0,0.0,+30.4042450,-097.6500993,3834.09724784,710768.759694,"Block Group 1, Census Tract 439, Travis County, Texas","Block Group 1, Census Tract 439, Travis County, Texas"
484530440001,Block Group 1; Census Tract 440; Travis County; Texas,"Block Group 1, Census Tract 440, Travis County, Texas",51.6,81250.0,ACS 2024,81250.0,,16.0,0.0,G48045300440001,48,453,044000,1,1500000US484530440001,Block Group 1,G5030,S,355937.0,0.0,+30.3912267,-097.6559894,2996.82934999,355936.067865,"Block Group 1, Census Tract 440, Travis County, Texas","Block Group 1, Census Tract 440, Travis County, Texas"
484530441001,Block Group 1; Census Tract 441; Travis County; Texas,"Block Group 1, Census Tract 441, Travis County, Texas",32.4,106276.0,ACS 2024,106276.0,,54.0,8.0,G48045300441001,48,453,044100,1,1500000US484530441001,Block Group 1,G5030,S,753615.0,0.0,+30.4439939,-097.6601373,4062.55320359,753612.474092,"Block Group 1, Census Tract 441, Travis County, Texas","Block Group 1, Census Tract 441, Travis County, Texas"
484530442001,Block Group 1; Census Tract 442; Travis County; Texas,"Block Group 1, Census Tract 442, Travis County, Texas",28.6,66827.0,ACS 2024,66827.0,,596.0,199.0,G48045300442001,48,453,044200,1,1500000US484530442001,Block Group 1,G5030,S,2664823.0,5215.0,+30.4301484,-097.6632730,6667.85098846,2670039.71053,"Block Group 1, Census Tract 442, Travis County, Texas","Block Group 1, Census Tract 442, Travis County, Texas"
484530443001,Block Group 1; Census Tract 443; Travis County; Texas,"Block Group 1, Census Tract 443, Travis County, Texas",35.4,106633.0,ACS 2024,106633.0,,0.0,83.0,G48045300443001,48,453,044300,1,1500000US484530443001,Block Group 1,G5030,S,1362946.0,0.0,+30.4111153,-097.6430378,5338.35835131,1362945.39279,"Block Group 1, Census Tract 443, Travis County, Texas","Block Group 1, Census Tract 443, Travis County, Texas"
484530444001,Block Group 1; Census Tract 444; Travis County; Texas,"Block Group 1, Census Tract 444, Travis County, Texas",37.2,120750.0,ACS 2024,120750.0,,176.0,0.0,G48045300444001,48,453,044400,1,1500000US484530444001,Block Group 1,G5030,S,811422.0,0.0,+30.4302032,-097.6326240,4337.8140372,811421.699989,"Block Group 1, Census Tract 444, Travis County, Texas","Block Group 1, Census Tract 444, Travis County, Texas"
484530445001,Block Group 1; Census Tract 445; Travis County; Texas,"Block Group 1, Census Tract 445, Travis County, Texas",40.8,96684.0,ACS 2024,96684.0,,350.0,0.0,G48045300445001,48,453,044500,1,1500000US484530445001,Block Group 1,G5030,S,1133795.0,0.0,+30.4288638,-097.6185860,4696.15849288,1133793.5334,"Block Group 1, Census Tract 445, Travis County, Texas","Block Group 1, Census Tract 445, Travis County, Texas"
484530446001,Block Group 1; Census Tract 446; Travis County; Texas,"Block Group 1, Census Tract 446, Travis County, Texas",38.7,81583.0,ACS 2024,81583.0,,9.0,8.0,G48045300446001,48,453,044600,1,1500000US484530446001,Block Group 1,G5030,S,817422.0,0.0,+30.4251934,-097.6389603,4154.73383448,817420.395722,"Block Group 1, Census Tract 446, Travis County, Texas","Block Group 1, Census Tract 446, Travis County, Texas"
484530447001,Block Group 1; Census Tract 447; Travis County; Texas,"Block Group 1, Census Tract 447, Travis County, Texas",34.7,92200.0,ACS 2024,92200.0,,32.0,43.0,G48045300447001,48,453,044700,1,1500000US484530447001,Block Group 1,G5030,S,1754618.0,0.0,+30.4143113,-097.6281881,6563.12050102,1754618.02327,"Block Group 1, Census Tract 447, Travis County, Texas","Block Group 1, Census Tract 447, Travis County, Texas"
484530448001,Block Group 1; Census Tract 448; Travis County; Texas,"Block Group 1, Census Tract 448, Travis County, Texas",34.8,82277.0,ACS 2024,82277.0,,232.0,16.0,G48045300448001,48,453,044800,1,1500000US484530448001,Block Group 1,G5030,S,9900587.0,0.0,+30.4148189,-097.5981651,13322.7050133,9900584.86222,"Block Group 1, Census Tract 448, Travis County, Texas","Block Group 1, Census Tract 448, Travis County, Texas"
484530449001,Block Group 1; Census Tract 449; Travis County; Texas,"Block Group 1, Census Tract 449, Travis County, Texas",28.6,94641.0,ACS 2024,94641.0,,393.0,160.0,G48045300449001,48,453,044900,1,1500000US484530449001,Block Group 1,G5030,S,8241026.0,17284.0,+30.3996024,-097.6150925,12633.2324449,8258307.14606,"Block Group 1, Census Tract 449, Travis County, Texas","Block Group 1, Census Tract 449, Travis County, Texas"
